Ticker,Strategy,Risk_Config,Params,Beats_BH,OOS_BH_pct,Score,OOS_total_return_pct,OOS_annual_return_pct,OOS_sharpe_ratio,OOS_max_drawdown_pct,OOS_total_trades,OOS_win_rate_pct,OOS_avg_win_pct,OOS_avg_loss_pct,OOS_profit_factor,OOS_final_equity,OOS_buy_hold_return_pct
UNH,Dual Regime,Trail 20%,"fast_sma=60, slow_sma=100, reentry_buffer=1.0",True,-32.32591282337359,-0.884,-25.84,-17.94,-0.921,-29.23,2,0.0,0.0,-13.47,0.0,7416.43,-32.33
UNH,SMA Crossover,No stops,"fast_period=30, slow_period=100",True,-32.32591282337359,0.229,3.04,2.0,0.226,-16.29,1,0.0,0.0,-0.5,0.0,10304.45,-32.33
UNH,SMA Crossover,Trail 10%,"fast_period=30, slow_period=200",True,-32.32591282337359,-0.314,-3.54,-2.36,-0.22,-11.29,1,0.0,0.0,-7.32,0.0,9645.67,-32.33
UNH,SMA Crossover,Trail 15%,"fast_period=30, slow_period=100",True,-32.32591282337359,0.023,0.31,0.2,0.068,-14.33,1,0.0,0.0,-3.27,0.0,10030.63,-32.33
UNH,SMA Crossover,Trail 20%,"fast_period=30, slow_period=100",True,-32.32591282337359,-0.29,-5.6,-3.74,-0.316,-19.28,1,0.0,0.0,-8.96,0.0,9440.37,-32.33
LLY,Crash Avoider,No stops,"trend_sma=100, confirm_days=7, rsi_exit=40, rsi_reentry=55",False,54.574619487637335,-0.126,-4.59,-3.06,0.03,-37.52,3,33.3,20.28,-16.23,0.48,9540.66,54.57
LLY,Crash Avoider,Trail 10%,"trend_sma=75, confirm_days=2, rsi_exit=35, rsi_reentry=45",False,54.574619487637335,1.513,20.17,12.93,0.689,-22.52,5,20.0,33.84,-6.0,1.21,12016.61,54.57
LLY,Crash Avoider,Trail 15%,"trend_sma=100, confirm_days=7, rsi_exit=40, rsi_reentry=55",False,54.574619487637335,0.536,11.46,7.45,0.409,-30.11,3,33.3,26.63,-10.9,1.0,11146.43,54.57
LLY,Crash Avoider,Trail 20%,"trend_sma=100, confirm_days=7, rsi_exit=40, rsi_reentry=55",False,54.574619487637335,-0.143,-5.29,-3.53,0.012,-37.47,3,33.3,19.19,-16.14,0.46,9471.31,54.57
LLY,Dip Buyer,No stops,"fast_ema=5, slow_ema=75, dip_pct=2, trend_lookback=20",False,54.574619487637335,-0.142,-3.84,-2.56,0.007,-27.19,3,33.3,9.59,-6.36,0.67,9615.66,54.57
LLY,Dip Buyer,Trail 10%,"fast_ema=5, slow_ema=75, dip_pct=2, trend_lookback=20",False,54.574619487637335,1.017,12.14,7.88,0.442,-17.21,7,42.9,10.08,-3.99,1.67,11214.18,54.57
LLY,Dip Buyer,Trail 15%,"fast_ema=5, slow_ema=75, dip_pct=2, trend_lookback=20",False,54.574619487637335,0.015,0.36,0.23,0.129,-28.01,4,50.0,8.19,-7.11,1.03,10035.52,54.57
LLY,Dip Buyer,Trail 20%,"fast_ema=5, slow_ema=75, dip_pct=2, trend_lookback=20",False,54.574619487637335,0.076,1.52,1.0,0.161,-23.1,3,33.3,9.0,-3.57,1.23,10151.69,54.57
LLY,Trend Rider,No stops,"ema_period=20, atr_period=14, atr_mult=3.0, reentry_mult=0.5",False,54.574619487637335,0.605,16.63,10.72,0.468,-40.35,2,0.0,0.0,-16.1,0.0,11663.05,54.57
LLY,Trend Rider,Trail 10%,"ema_period=20, atr_period=14, atr_mult=2.0, reentry_mult=1.0",False,54.574619487637335,1.676,26.35,16.74,0.65,-25.94,13,30.8,16.32,-5.5,1.09,12634.64,54.57
LLY,Trend Rider,Trail 15%,"ema_period=40, atr_period=14, atr_mult=2.5, reentry_mult=1.0",False,54.574619487637335,0.396,11.0,7.15,0.379,-38.27,6,33.3,18.64,-9.53,0.8,11100.47,54.57
LLY,Trend Rider,Trail 20%,"ema_period=30, atr_period=14, atr_mult=2.5, reentry_mult=1.0",False,54.574619487637335,0.312,9.07,5.91,0.343,-39.03,5,20.0,33.37,-8.83,0.73,10906.75,54.57
LLY,Dual Regime,No stops,"fast_sma=60, slow_sma=175, reentry_buffer=1.0",False,54.574619487637335,1.605,20.81,13.33,0.69,-21.91,0,0.0,0.0,0.0,0,12081.36,54.57
LLY,Dual Regime,Trail 10%,"fast_sma=60, slow_sma=175, reentry_buffer=1.0",False,54.574619487637335,3.374,21.96,14.04,1.122,-13.81,2,50.0,6.55,-3.75,1.63,12196.25,54.57
LLY,Dual Regime,Trail 15%,"fast_sma=60, slow_sma=175, reentry_buffer=1.0",False,54.574619487637335,2.873,28.02,17.76,0.872,-18.26,1,100.0,2.61,0.0,inf,12802.38,54.57
LLY,Dual Regime,Trail 20%,"fast_sma=60, slow_sma=175, reentry_buffer=1.0",False,54.574619487637335,1.483,20.05,12.85,0.669,-22.56,1,0.0,0.0,-3.42,0.0,12005.08,54.57
LLY,SMA Crossover,No stops,"fast_period=5, slow_period=200",False,54.574619487637335,1.646,21.01,13.45,0.714,-21.88,1,100.0,4.03,0.0,inf,12101.2,54.57
LLY,SMA Crossover,Trail 10%,"fast_period=20, slow_period=30",False,54.574619487637335,2.78,33.99,21.36,1.026,-24.77,7,42.9,15.23,-5.53,1.88,13399.48,54.57
LLY,SMA Crossover,Trail 15%,"fast_period=5, slow_period=200",False,54.574619487637335,4.713,32.66,20.56,1.081,-14.42,1,100.0,14.81,0.0,inf,13265.95,54.57
LLY,SMA Crossover,Trail 20%,"fast_period=5, slow_period=200",False,54.574619487637335,2.601,26.45,16.8,0.889,-19.21,1,100.0,8.05,0.0,inf,12644.7,54.57
AVGO,Crash Avoider,No stops,"trend_sma=60, confirm_days=7, rsi_exit=40, rsi_reentry=60",False,158.7253285615861,5.368,53.37,32.71,1.098,-20.86,2,50.0,66.55,-7.37,8.37,15336.78,158.73
AVGO,Crash Avoider,Trail 10%,"trend_sma=75, confirm_days=7, rsi_exit=40, rsi_reentry=50",False,158.7253285615861,4.97,45.18,27.98,1.3,-20.91,3,33.3,42.82,-7.4,2.27,14518.32,158.73
AVGO,Crash Avoider,Trail 15%,"trend_sma=50, confirm_days=2, rsi_exit=30, rsi_reentry=55",False,158.7253285615861,4.464,62.32,37.78,1.157,-30.11,3,33.3,85.53,-14.03,2.02,16231.65,158.73
AVGO,Crash Avoider,Trail 20%,"trend_sma=50, confirm_days=2, rsi_exit=35, rsi_reentry=60",False,158.7253285615861,-0.951,-23.25,-16.06,-1.254,-24.45,2,0.0,0.0,-12.5,0.0,7675.4,158.73
AVGO,Dip Buyer,No stops,"fast_ema=15, slow_ema=75, dip_pct=2, trend_lookback=20",False,158.7253285615861,0.301,6.22,4.07,0.298,-26.81,2,50.0,30.95,-21.76,1.11,10621.77,158.73
AVGO,Dip Buyer,Trail 10%,"fast_ema=15, slow_ema=50, dip_pct=2, trend_lookback=20",False,158.7253285615861,1.166,15.99,10.32,0.473,-20.2,11,45.5,7.45,-3.8,1.5,11599.39,158.73
AVGO,Dip Buyer,Trail 15%,"fast_ema=15, slow_ema=75, dip_pct=2, trend_lookback=20",False,158.7253285615861,-0.039,-1.1,-0.73,0.158,-32.67,6,16.7,44.26,-7.84,0.87,9890.2,158.73
AVGO,Dip Buyer,Trail 20%,"fast_ema=15, slow_ema=75, dip_pct=2, trend_lookback=20",False,158.7253285615861,-0.012,-0.3,-0.2,0.184,-30.59,5,20.0,35.77,-8.02,0.87,9969.79,158.73
AVGO,Trend Rider,No stops,"ema_period=20, atr_period=14, atr_mult=3.0, reentry_mult=1.0",False,158.7253285615861,3.009,67.88,40.89,0.918,-43.27,1,0.0,0.0,-30.4,0.0,16788.44,158.73
AVGO,Trend Rider,Trail 10%,"ema_period=40, atr_period=20, atr_mult=2.0, reentry_mult=1.0",False,158.7253285615861,1.592,30.06,19.0,0.725,-32.58,11,18.2,31.0,-5.97,0.9,13006.15,158.73
AVGO,Trend Rider,Trail 15%,"ema_period=20, atr_period=14, atr_mult=2.0, reentry_mult=1.0",False,158.7253285615861,5.116,82.0,48.62,1.07,-33.18,6,16.7,101.65,-7.4,1.73,18199.81,158.73
AVGO,Trend Rider,Trail 20%,"ema_period=20, atr_period=14, atr_mult=2.0, reentry_mult=1.0",False,158.7253285615861,4.454,76.42,45.59,1.01,-34.49,5,20.0,92.27,-8.85,1.77,17641.82,158.73
AVGO,Dual Regime,No stops,"fast_sma=20, slow_sma=100, reentry_buffer=1.0",False,158.7253285615861,6.198,59.63,36.27,1.185,-21.02,1,100.0,52.37,0.0,inf,15963.45,158.73
AVGO,Dual Regime,Trail 10%,"fast_sma=20, slow_sma=120, reentry_buffer=1.0",False,158.7253285615861,2.456,21.62,13.83,0.805,-15.89,2,50.0,26.28,-6.29,3.32,12162.05,158.73
AVGO,Dual Regime,Trail 15%,"fast_sma=20, slow_sma=120, reentry_buffer=1.0",False,158.7253285615861,5.803,56.57,34.53,1.146,-20.92,2,50.0,56.08,-2.17,16.79,15656.71,158.73
AVGO,Dual Regime,Trail 20%,"fast_sma=20, slow_sma=120, reentry_buffer=1.0",False,158.7253285615861,3.702,47.4,29.27,1.001,-25.62,2,50.0,46.9,-2.17,14.71,14739.86,158.73
AVGO,SMA Crossover,No stops,"fast_period=30, slow_period=100",False,158.7253285615861,1.771,27.94,17.71,0.699,-26.81,1,100.0,30.49,0.0,inf,12793.75,158.73
AVGO,SMA Crossover,Trail 10%,"fast_period=20, slow_period=50",False,158.7253285615861,8.519,35.41,22.21,1.17,-9.02,2,50.0,37.5,-7.07,4.93,13541.23,158.73
AVGO,SMA Crossover,Trail 15%,"fast_period=20, slow_period=50",False,158.7253285615861,10.446,67.23,40.53,1.284,-14.7,2,50.0,69.95,-7.07,9.19,16723.04,158.73
AVGO,SMA Crossover,Trail 20%,"fast_period=20, slow_period=30",False,158.7253285615861,2.533,35.53,22.28,0.773,-24.87,6,50.0,27.86,-11.91,1.59,13552.76,158.73
JPM,Crash Avoider,No stops,"trend_sma=40, confirm_days=7, rsi_exit=30, rsi_reentry=45",False,23.702236692785284,1.093,12.19,7.91,0.497,-16.69,1,0.0,0.0,-11.35,0.0,11219.12,23.7
JPM,Crash Avoider,Trail 10%,"trend_sma=40, confirm_days=2, rsi_exit=35, rsi_reentry=55",False,23.702236692785284,-0.736,-15.17,-10.31,-0.988,-20.61,2,0.0,0.0,-6.56,0.0,8483.49,23.7
JPM,Crash Avoider,Trail 15%,"trend_sma=40, confirm_days=2, rsi_exit=30, rsi_reentry=55",False,23.702236692785284,-0.629,-15.59,-10.61,-0.878,-24.79,1,0.0,0.0,-9.75,0.0,8440.54,23.7
JPM,Crash Avoider,Trail 20%,"trend_sma=40, confirm_days=2, rsi_exit=35, rsi_reentry=55",False,23.702236692785284,-0.803,-20.71,-14.23,-1.293,-25.8,2,0.0,0.0,-9.58,0.0,7929.1,23.7
JPM,Dip Buyer,No stops,"fast_ema=5, slow_ema=60, dip_pct=3, trend_lookback=20",False,23.702236692785284,-0.363,-7.02,-4.7,-0.202,-19.35,2,50.0,15.22,-14.59,0.88,9297.88,23.7
JPM,Dip Buyer,Trail 10%,"fast_ema=5, slow_ema=60, dip_pct=3, trend_lookback=20",False,23.702236692785284,-0.523,-10.37,-6.99,-0.355,-19.84,4,25.0,15.04,-6.16,0.69,8962.85,23.7
JPM,Dip Buyer,Trail 15%,"fast_ema=5, slow_ema=60, dip_pct=3, trend_lookback=20",False,23.702236692785284,-0.288,-5.19,-3.46,-0.127,-18.03,3,66.7,7.63,-13.17,1.01,9481.17,23.7
JPM,Dip Buyer,Trail 20%,"fast_ema=5, slow_ema=60, dip_pct=3, trend_lookback=20",False,23.702236692785284,-0.363,-7.02,-4.7,-0.202,-19.35,2,50.0,15.22,-14.59,0.88,9297.88,23.7
JPM,Trend Rider,No stops,"ema_period=20, atr_period=10, atr_mult=3.0, reentry_mult=1.0",False,23.702236692785284,0.389,8.05,5.26,0.341,-27.75,3,0.0,0.0,-6.38,0.0,10805.44,23.7
JPM,Trend Rider,Trail 10%,"ema_period=40, atr_period=14, atr_mult=3.0, reentry_mult=1.0",False,23.702236692785284,1.854,20.83,13.34,0.714,-19.26,4,50.0,19.04,-6.01,2.7,12082.79,23.7
JPM,Trend Rider,Trail 15%,"ema_period=60, atr_period=20, atr_mult=2.0, reentry_mult=1.0",False,23.702236692785284,-0.037,-1.0,-0.66,0.081,-28.99,5,20.0,27.27,-6.29,0.91,9900.26,23.7
JPM,Trend Rider,Trail 20%,"ema_period=20, atr_period=14, atr_mult=3.0, reentry_mult=1.0",False,23.702236692785284,0.572,11.72,7.61,0.439,-29.49,2,0.0,0.0,-7.77,0.0,11171.88,23.7
JPM,Dual Regime,No stops,"fast_sma=75, slow_sma=200, reentry_buffer=1.0",False,23.702236692785284,-0.067,-1.0,-0.67,0.031,-15.47,1,0.0,0.0,-1.0,0.0,9899.58,23.7
JPM,Dual Regime,Trail 10%,"fast_sma=20, slow_sma=175, reentry_buffer=1.0",False,23.702236692785284,-0.25,-4.77,-3.18,-0.181,-19.08,3,33.3,5.48,-5.08,0.53,9522.82,23.7
JPM,Dual Regime,Trail 15%,"fast_sma=75, slow_sma=200, reentry_buffer=1.0",False,23.702236692785284,-0.506,-8.45,-5.67,-0.345,-16.69,2,0.0,0.0,-4.32,0.0,9155.36,23.7
JPM,Dual Regime,Trail 20%,"fast_sma=75, slow_sma=200, reentry_buffer=1.0",False,23.702236692785284,-0.067,-1.0,-0.67,0.031,-15.47,1,0.0,0.0,-1.0,0.0,9899.58,23.7
JPM,SMA Crossover,No stops,"fast_period=10, slow_period=200",False,23.702236692785284,-0.561,-10.3,-6.94,-0.44,-18.37,2,0.0,0.0,-5.31,0.0,8970.42,23.7
JPM,SMA Crossover,Trail 10%,"fast_period=20, slow_period=75",False,23.702236692785284,1.309,11.59,7.53,0.585,-14.03,2,100.0,8.3,0.0,inf,11159.38,23.7
JPM,SMA Crossover,Trail 15%,"fast_period=10, slow_period=200",False,23.702236692785284,-0.588,-11.37,-7.67,-0.492,-19.35,2,0.0,0.0,-5.93,0.0,8863.26,23.7
JPM,SMA Crossover,Trail 20%,"fast_period=10, slow_period=200",False,23.702236692785284,-0.561,-10.3,-6.94,-0.44,-18.37,2,0.0,0.0,-5.31,0.0,8970.42,23.7
WMT,Crash Avoider,No stops,"trend_sma=30, confirm_days=7, rsi_exit=45, rsi_reentry=45",False,32.75639237069923,0.783,9.2,6.0,0.384,-16.27,6,66.7,5.52,-3.75,2.9,10920.24,32.76
WMT,Crash Avoider,Trail 10%,"trend_sma=30, confirm_days=7, rsi_exit=45, rsi_reentry=45",False,32.75639237069923,0.758,9.5,6.19,0.404,-17.59,8,62.5,4.75,-4.39,1.7,10949.55,32.76
WMT,Crash Avoider,Trail 15%,"trend_sma=40, confirm_days=5, rsi_exit=30, rsi_reentry=45",False,32.75639237069923,2.294,22.25,14.22,0.725,-16.73,1,0.0,0.0,-4.41,0.0,12225.46,32.76
WMT,Crash Avoider,Trail 20%,"trend_sma=30, confirm_days=7, rsi_exit=45, rsi_reentry=45",False,32.75639237069923,0.783,9.2,6.0,0.384,-16.27,6,66.7,5.52,-3.75,2.9,10920.24,32.76
WMT,Dip Buyer,No stops,"fast_ema=5, slow_ema=40, dip_pct=2, trend_lookback=5",False,32.75639237069923,0.078,0.99,0.66,0.134,-14.33,8,37.5,7.15,-3.72,1.05,10099.37,32.76
WMT,Dip Buyer,Trail 10%,"fast_ema=15, slow_ema=30, dip_pct=5, trend_lookback=20",False,32.75639237069923,-0.087,-1.18,-0.78,0.051,-14.29,6,66.7,3.03,-5.21,1.09,9881.98,32.76
WMT,Dip Buyer,Trail 15%,"fast_ema=15, slow_ema=30, dip_pct=5, trend_lookback=20",False,32.75639237069923,-0.21,-3.66,-2.43,-0.036,-17.43,4,75.0,0.98,-12.48,0.22,9634.32,32.76
WMT,Dip Buyer,Trail 20%,"fast_ema=15, slow_ema=30, dip_pct=5, trend_lookback=20",False,32.75639237069923,-0.19,-3.23,-2.15,-0.022,-17.02,4,75.0,0.98,-12.07,0.22,9676.65,32.76
WMT,Trend Rider,No stops,"ema_period=20, atr_period=14, atr_mult=3.0, reentry_mult=1.0",False,32.75639237069923,1.752,24.4,15.54,0.712,-23.84,1,0.0,0.0,-9.54,0.0,12439.9,32.76
WMT,Trend Rider,Trail 10%,"ema_period=30, atr_period=20, atr_mult=2.5, reentry_mult=0.5",False,32.75639237069923,1.197,17.85,11.48,0.612,-24.04,5,40.0,20.44,-6.02,1.98,11784.5,32.76
WMT,Trend Rider,Trail 15%,"ema_period=20, atr_period=14, atr_mult=3.0, reentry_mult=1.0",False,32.75639237069923,2.938,31.2,19.68,0.861,-19.76,1,0.0,0.0,-4.67,0.0,13119.99,32.76
WMT,Trend Rider,Trail 20%,"ema_period=20, atr_period=14, atr_mult=3.0, reentry_mult=1.0",False,32.75639237069923,1.752,24.4,15.54,0.712,-23.84,1,0.0,0.0,-9.54,0.0,12439.9,32.76
WMT,Dual Regime,No stops,"fast_sma=20, slow_sma=200, reentry_buffer=1.0",False,32.75639237069923,1.992,14.66,9.47,0.621,-11.93,0,0.0,0.0,0.0,0,11465.94,32.76
WMT,Dual Regime,Trail 10%,"fast_sma=20, slow_sma=175, reentry_buffer=1.0",False,32.75639237069923,3.397,17.57,11.31,0.831,-9.47,1,100.0,17.66,0.0,inf,11757.42,32.76
WMT,Dual Regime,Trail 15%,"fast_sma=20, slow_sma=200, reentry_buffer=1.0",False,32.75639237069923,1.992,14.66,9.47,0.621,-11.93,0,0.0,0.0,0.0,0,11465.94,32.76
WMT,Dual Regime,Trail 20%,"fast_sma=20, slow_sma=200, reentry_buffer=1.0",False,32.75639237069923,1.992,14.66,9.47,0.621,-11.93,0,0.0,0.0,0.0,0,11465.94,32.76
WMT,SMA Crossover,No stops,"fast_period=5, slow_period=30",False,32.75639237069923,1.471,11.69,7.59,0.476,-11.73,7,42.9,6.85,-2.04,2.32,11169.38,32.76
WMT,SMA Crossover,Trail 10%,"fast_period=5, slow_period=30",False,32.75639237069923,0.602,6.55,4.29,0.32,-14.37,7,42.9,4.88,-1.85,1.85,10654.66,32.76
WMT,SMA Crossover,Trail 15%,"fast_period=20, slow_period=200",False,32.75639237069923,1.992,14.66,9.47,0.621,-11.93,0,0.0,0.0,0.0,0,11465.94,32.76
WMT,SMA Crossover,Trail 20%,"fast_period=5, slow_period=30",False,32.75639237069923,1.471,11.69,7.59,0.476,-11.73,7,42.9,6.85,-2.04,2.32,11169.38,32.76
HD,Crash Avoider,No stops,"trend_sma=50, confirm_days=2, rsi_exit=40, rsi_reentry=55",True,-20.99266712478609,-0.042,-0.35,-0.23,0.035,-8.6,3,33.3,6.53,-3.36,0.95,9964.55,-20.99
HD,Crash Avoider,Trail 10%,"trend_sma=75, confirm_days=2, rsi_exit=35, rsi_reentry=50",True,-20.99266712478609,-1.0,-11.84,-8.0,-1.046,-11.84,2,0.0,0.0,-6.3,0.0,8815.63,-20.99
HD,Crash Avoider,Trail 15%,"trend_sma=50, confirm_days=2, rsi_exit=40, rsi_reentry=55",True,-20.99266712478609,-0.042,-0.35,-0.23,0.035,-8.6,3,33.3,6.53,-3.36,0.95,9964.55,-20.99
HD,Crash Avoider,Trail 20%,"trend_sma=50, confirm_days=2, rsi_exit=40, rsi_reentry=55",True,-20.99266712478609,-0.042,-0.35,-0.23,0.035,-8.6,3,33.3,6.53,-3.36,0.95,9964.55,-20.99
HD,Dip Buyer,No stops,"fast_ema=10, slow_ema=30, dip_pct=3, trend_lookback=15",True,-20.99266712478609,-0.344,-4.99,-3.33,-0.244,-14.5,4,25.0,6.16,-3.68,0.53,9500.99,-20.99
HD,Dip Buyer,Trail 10%,"fast_ema=10, slow_ema=30, dip_pct=3, trend_lookback=15",True,-20.99266712478609,-0.277,-3.54,-2.36,-0.155,-12.79,4,25.0,7.23,-3.46,0.65,9646.16,-20.99
HD,Dip Buyer,Trail 15%,"fast_ema=10, slow_ema=30, dip_pct=3, trend_lookback=15",True,-20.99266712478609,-0.344,-4.99,-3.33,-0.244,-14.5,4,25.0,6.16,-3.68,0.53,9500.99,-20.99
HD,Dip Buyer,Trail 20%,"fast_ema=10, slow_ema=30, dip_pct=3, trend_lookback=15",True,-20.99266712478609,-0.344,-4.99,-3.33,-0.244,-14.5,4,25.0,6.16,-3.68,0.53,9500.99,-20.99
HD,Trend Rider,No stops,"ema_period=20, atr_period=14, atr_mult=1.5, reentry_mult=1.0",True,-20.99266712478609,-0.582,-13.08,-8.86,-0.434,-22.49,14,28.6,3.88,-3.27,0.45,8692.38,-20.99
HD,Trend Rider,Trail 10%,"ema_period=20, atr_period=14, atr_mult=1.5, reentry_mult=1.0",True,-20.99266712478609,-0.711,-16.32,-11.12,-0.555,-22.95,14,28.6,4.05,-3.7,0.41,8368.5,-20.99
HD,Trend Rider,Trail 15%,"ema_period=20, atr_period=14, atr_mult=1.5, reentry_mult=1.0",True,-20.99266712478609,-0.582,-13.08,-8.86,-0.434,-22.49,14,28.6,3.88,-3.27,0.45,8692.38,-20.99
HD,Trend Rider,Trail 20%,"ema_period=20, atr_period=14, atr_mult=1.5, reentry_mult=1.0",True,-20.99266712478609,-0.582,-13.08,-8.86,-0.434,-22.49,14,28.6,3.88,-3.27,0.45,8692.38,-20.99
HD,Dual Regime,No stops,"fast_sma=75, slow_sma=200, reentry_buffer=1.0",True,-20.99266712478609,-0.836,-17.39,-11.87,-1.298,-20.79,1,0.0,0.0,-18.07,0.0,8261.32,-20.99
HD,Dual Regime,Trail 10%,"fast_sma=20, slow_sma=200, reentry_buffer=1.0",True,-20.99266712478609,-0.999,-18.22,-12.46,-1.796,-18.23,3,0.0,0.0,-6.69,0.0,8177.75,-20.99
HD,Dual Regime,Trail 15%,"fast_sma=20, slow_sma=200, reentry_buffer=1.0",True,-20.99266712478609,-0.963,-20.47,-14.06,-1.866,-21.25,2,0.0,0.0,-11.1,0.0,7952.69,-20.99
HD,Dual Regime,Trail 20%,"fast_sma=75, slow_sma=200, reentry_buffer=1.0",True,-20.99266712478609,-1.0,-18.78,-12.86,-2.178,-18.78,1,0.0,0.0,-19.51,0.0,8121.94,-20.99
HD,SMA Crossover,No stops,"fast_period=20, slow_period=30",True,-20.99266712478609,-0.665,-12.68,-8.58,-0.588,-19.06,7,28.6,5.18,-4.58,0.42,8732.18,-20.99
HD,SMA Crossover,Trail 10%,"fast_period=20, slow_period=30",True,-20.99266712478609,-0.665,-12.68,-8.58,-0.588,-19.06,7,28.6,5.18,-4.58,0.42,8732.18,-20.99
HD,SMA Crossover,Trail 15%,"fast_period=20, slow_period=30",True,-20.99266712478609,-0.665,-12.68,-8.58,-0.588,-19.06,7,28.6,5.18,-4.58,0.42,8732.18,-20.99
HD,SMA Crossover,Trail 20%,"fast_period=20, slow_period=30",True,-20.99266712478609,-0.665,-12.68,-8.58,-0.588,-19.06,7,28.6,5.18,-4.58,0.42,8732.18,-20.99
NVDA,Crash Avoider,No stops,"trend_sma=50, confirm_days=7, rsi_exit=35, rsi_reentry=60",False,49.25254972310902,-0.819,-19.28,-13.21,-0.951,-23.55,1,0.0,0.0,-19.38,0.0,8072.4,49.25
NVDA,Crash Avoider,Trail 10%,"trend_sma=30, confirm_days=2, rsi_exit=45, rsi_reentry=45",False,49.25254972310902,0.08,1.99,1.31,0.191,-29.57,13,23.1,22.62,-5.2,1.04,10199.27,49.25
NVDA,Crash Avoider,Trail 15%,"trend_sma=50, confirm_days=2, rsi_exit=45, rsi_reentry=50",False,49.25254972310902,3.666,44.82,27.77,1.115,-25.86,6,33.3,25.6,-4.39,2.11,14482.4,49.25
NVDA,Crash Avoider,Trail 20%,"trend_sma=50, confirm_days=2, rsi_exit=30, rsi_reentry=50",False,49.25254972310902,3.253,45.79,28.33,0.975,-27.8,2,50.0,50.21,-13.53,3.2,14579.35,49.25
NVDA,Dip Buyer,No stops,"fast_ema=15, slow_ema=75, dip_pct=7, trend_lookback=15",False,49.25254972310902,0.154,2.67,1.76,0.19,-20.62,2,0.0,0.0,-1.18,0.0,10266.61,49.25
NVDA,Dip Buyer,Trail 10%,"fast_ema=15, slow_ema=50, dip_pct=7, trend_lookback=15",False,49.25254972310902,-0.397,-11.72,-7.91,-0.301,-29.55,9,44.4,6.21,-7.01,0.65,8828.5,49.25
NVDA,Dip Buyer,Trail 15%,"fast_ema=15, slow_ema=75, dip_pct=7, trend_lookback=15",False,49.25254972310902,-0.192,-5.11,-3.41,-0.053,-26.6,3,33.3,1.03,-5.43,0.1,9489.3,49.25
NVDA,Dip Buyer,Trail 20%,"fast_ema=15, slow_ema=75, dip_pct=7, trend_lookback=15",False,49.25254972310902,-0.115,-2.78,-1.85,0.029,-24.77,3,0.0,0.0,-2.54,0.0,9722.06,49.25
NVDA,Trend Rider,No stops,"ema_period=40, atr_period=10, atr_mult=2.0, reentry_mult=1.0",False,49.25254972310902,0.69,19.59,12.57,0.51,-42.89,7,14.3,59.45,-7.85,0.94,11958.78,49.25
NVDA,Trend Rider,Trail 10%,"ema_period=20, atr_period=10, atr_mult=1.5, reentry_mult=1.0",False,49.25254972310902,-0.241,-10.89,-7.35,-0.047,-45.22,18,33.3,13.56,-6.35,0.83,8910.83,49.25
NVDA,Trend Rider,Trail 15%,"ema_period=50, atr_period=10, atr_mult=1.5, reentry_mult=1.0",False,49.25254972310902,0.187,6.1,3.99,0.288,-42.12,11,9.1,64.28,-6.22,0.74,10609.85,49.25
NVDA,Trend Rider,Trail 20%,"ema_period=50, atr_period=10, atr_mult=1.5, reentry_mult=1.0",False,49.25254972310902,0.033,1.13,0.75,0.203,-41.35,10,10.0,54.62,-6.74,0.65,10112.96,49.25
NVDA,Dual Regime,No stops,"fast_sma=60, slow_sma=100, reentry_buffer=1.0",False,49.25254972310902,2.591,25.25,16.06,0.77,-17.25,1,100.0,17.09,0.0,inf,12524.7,49.25
NVDA,Dual Regime,Trail 10%,"fast_sma=60, slow_sma=100, reentry_buffer=1.0",False,49.25254972310902,1.22,9.55,6.22,0.453,-11.37,3,33.3,11.12,-0.64,7.77,10954.71,49.25
NVDA,Dual Regime,Trail 15%,"fast_sma=30, slow_sma=100, reentry_buffer=1.0",False,49.25254972310902,3.752,31.73,20.01,0.879,-15.89,2,100.0,14.9,0.0,inf,13173.29,49.25
NVDA,Dual Regime,Trail 20%,"fast_sma=30, slow_sma=100, reentry_buffer=1.0",False,49.25254972310902,1.351,19.8,12.7,0.601,-23.47,2,50.0,19.28,-0.45,36.43,11980.18,49.25
NVDA,SMA Crossover,No stops,"fast_period=30, slow_period=100",False,49.25254972310902,1.652,22.0,14.06,0.657,-22.06,4,50.0,17.18,-5.35,2.48,12200.39,49.25
NVDA,SMA Crossover,Trail 10%,"fast_period=5, slow_period=50",False,49.25254972310902,0.907,15.33,9.9,0.54,-26.04,9,33.3,17.91,-4.97,1.43,11532.91,49.25
NVDA,SMA Crossover,Trail 15%,"fast_period=5, slow_period=50",False,49.25254972310902,1.464,24.62,15.68,0.732,-29.13,8,12.5,48.07,-3.81,1.39,12462.22,49.25
NVDA,SMA Crossover,Trail 20%,"fast_period=10, slow_period=100",False,49.25254972310902,1.44,23.06,14.72,0.672,-26.77,3,33.3,28.11,-5.3,2.13,12305.85,49.25
TSLA,Crash Avoider,No stops,"trend_sma=40, confirm_days=5, rsi_exit=45, rsi_reentry=45",True,25.270192576860474,2.515,36.93,23.11,0.761,-25.86,4,50.0,17.24,-5.58,2.85,13692.53,25.27
TSLA,Crash Avoider,Trail 10%,"trend_sma=40, confirm_days=2, rsi_exit=45, rsi_reentry=45",False,25.270192576860474,1.552,24.41,15.55,0.649,-25.93,12,33.3,16.83,-4.54,1.53,12441.2,25.27
